correction_count,coverage_ratio,hallucination_suspected,issues,manifest_artifact_count,manifest_hash_mismatches,manifest_missing_artifacts,manifest_raw_hash_mismatches,package_ok,paragraph_count,paragraph_max_chars,paragraph_median_chars,paragraph_min_chars,path,quality_flags,quality_score,quality_state,repetition_detected,segment_bad_rows,segment_count,segment_count_reported,segment_empty_text,segment_overlaps,segment_total_duration,transcript_chars,transcript_segment_char_ratio,transcript_segment_token_jaccard,transcript_words,video_id,warnings
1,0.9967629780601847,False,,5,0,0,0,True,2,420,404.0,388,scripts/ingestion/corpus/8IScMLY_yLY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,83.14,810,1.0,1.0,143,8IScMLY_yLY,
4,0.8185821224130341,False,,5,0,0,0,True,2,405,245.5,86,scripts/ingestion/corpus/8KaPqYLRWjc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,12,12,0,0,37.18000000000001,493,1.0,1.0,81,8KaPqYLRWjc,
5,0.9724022346368715,False,,5,0,0,0,True,11,473,405,276,scripts/ingestion/corpus/8Lp2qPXYix4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,72,72,0,0,435.15,4408,1.0,1.0,811,8Lp2qPXYix4,
1,0.980127186009539,False,,5,0,0,0,True,2,406,351.0,296,scripts/ingestion/corpus/8RbRpbaCh1I,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,8,8,0,0,49.32,704,1.0,1.0,117,8RbRpbaCh1I,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/8XUuSO6eV7s,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,8XUuSO6eV7s,
1,1.0,False,,5,0,0,0,True,6,426,368.5,277,scripts/ingestion/corpus/8Xy8xsLIgAU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,32,32,0,0,216.74,2235,1.0,1.0,386,8Xy8xsLIgAU,
0,0.9125335594178322,False,,5,0,0,0,True,2,459,426.0,393,scripts/ingestion/corpus/8fKvjHOD_kQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,15,15,0,0,64.57999999999998,854,1.0,1.0,136,8fKvjHOD_kQ,
0,1.0,False,,5,0,0,0,True,15,436,369,316,scripts/ingestion/corpus/8mmungGgDNw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,72,72,0,0,484.93,5728,1.0,1.0,1020,8mmungGgDNw,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/8n4-3zJSZyI,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,8n4-3zJSZyI,
0,1.0,False,,5,0,0,0,True,3,420,391,133,scripts/ingestion/corpus/8p3zqYg5wuo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,14,14,0,0,82.84,948,1.0,1.0,150,8p3zqYg5wuo,
0,0.8647371473667198,False,,5,0,0,0,True,11,2681,642,351,scripts/ingestion/corpus/8xJampnp9qc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,282,282,0,0,1818.9400000000005,10044,1.0,1.0,3517,8xJampnp9qc,most_paragraphs_outside_300_500_chars
0,0.9382441977800201,False,,5,0,0,0,True,4,1400,473.0,374,scripts/ingestion/corpus/9-NMv5E-18s,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,35,35,0,0,278.94,2726,1.0,1.0,480,9-NMv5E-18s,
3,0.8376112437594962,False,,5,0,0,0,True,4,1941,871.5,406,scripts/ingestion/corpus/93evJf7Il-c,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,72,72,0,0,308.7099999999999,4096,1.0,1.0,769,93evJf7Il-c,
6,0.8819827976459942,False,,5,0,0,0,True,2,2184,1361.5,539,scripts/ingestion/corpus/9Mv4Thnx9SU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,47,47,0,0,194.83000000000013,2725,1.0,1.0,522,9Mv4Thnx9SU,most_paragraphs_outside_300_500_chars
0,0.9213055954088952,False,,5,0,0,0,True,2,609,609.0,609,scripts/ingestion/corpus/9RkGiNC-jJA,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,21,21,0,0,128.43,1220,1.0,1.0,255,9RkGiNC-jJA,most_paragraphs_outside_300_500_chars
1,0.9620986428334989,False,,5,0,0,0,True,2,466,354.5,243,scripts/ingestion/corpus/9XbV4ubs3Fw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,7,7,0,0,58.13,711,1.0,1.0,118,9XbV4ubs3Fw,
1,0.9636530238240685,False,,5,0,0,0,True,3,438,405,298,scripts/ingestion/corpus/9id3ygnEhh8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,29,29,0,0,94.65,1145,1.0,1.0,193,9id3ygnEhh8,
0,0.8664054150338438,False,,5,0,0,0,True,2,592,544.0,496,scripts/ingestion/corpus/9kSjk8uqNbI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,72.95999999999998,1090,1.0,1.0,188,9kSjk8uqNbI,
0,0.9612131029517639,False,,5,0,0,0,True,3,903,546,124,scripts/ingestion/corpus/9wm4ey4OX8g,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,18,18,0,0,106.81,1577,1.0,1.0,274,9wm4ey4OX8g,most_paragraphs_outside_300_500_chars
0,0.8437635246256383,False,,5,0,0,0,True,1,1198,1198,1198,scripts/ingestion/corpus/9yaEGbPIxPk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,30,30,0,0,97.47999999999999,1198,1.0,1.0,268,9yaEGbPIxPk,most_paragraphs_outside_300_500_chars
0,0.9741523068371318,False,,5,0,0,0,True,5,395,391,85,scripts/ingestion/corpus/A0edLNr-mks,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,30,30,0,0,105.15,1642,1.0,1.0,302,A0edLNr-mks,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/A6vBcCd_54I,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,A6vBcCd_54I,
0,0.9800519423108802,False,,5,0,0,0,True,5,441,401,393,scripts/ingestion/corpus/AB-t5CoxMHM,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,37,37,0,0,177.35999999999999,2078,1.0,1.0,356,AB-t5CoxMHM,
10,0.8239949728327112,False,,5,0,0,0,True,39,772,402,147,scripts/ingestion/corpus/ACvOem_B-Ek,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,497,497,0,0,3042.14,16777,1.0,1.0,2989,ACvOem_B-Ek,
0,0.9264209531524233,False,,5,0,0,0,True,4,485,363.5,326,scripts/ingestion/corpus/AHbh4mzrwUQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,24,24,0,0,137.23999999999998,1544,1.0,1.0,277,AHbh4mzrwUQ,
0,0.2504540403846895,False,,5,0,0,0,True,4,456,375.0,223,scripts/ingestion/corpus/AK435vKMtlo,"[""low_speech_interval_coverage_estimate=0.250""]",0.5,needs_review,False,0,38,38,0,0,326.83000000000055,1435,1.0,1.0,532,AK435vKMtlo,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/ALXWHiS-ing,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,ALXWHiS-ing,
1,0.9639731325055975,False,,5,0,0,0,True,3,438,406,298,scripts/ingestion/corpus/AQUZcU5L9xE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,15,15,0,0,94.72000000000001,1146,1.0,1.0,193,AQUZcU5L9xE,
0,0.9870312052676783,False,,5,0,0,0,True,9,500,381,190,scripts/ingestion/corpus/Ao8Rhhl9E8k,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,78,78,0,0,344.77000000000004,3477,1.0,1.0,604,Ao8Rhhl9E8k,
0,0.9752182483807378,False,,5,0,0,0,True,1,382,382,382,scripts/ingestion/corpus/ApX7lGnn-2U,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,5,5,0,0,34.629999999999995,382,1.0,1.0,66,ApX7lGnn-2U,
1,0.9683728494393564,False,,5,0,0,0,True,2,2715,1574.5,434,scripts/ingestion/corpus/AviNwtN1luo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,35,35,0,0,226.27,3151,1.0,1.0,578,AviNwtN1luo,
0,0.9763285024154591,False,,5,0,0,0,True,1,1186,1186,1186,scripts/ingestion/corpus/AwDC-VZWfzU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,101.05000000000001,1186,1.0,1.0,206,AwDC-VZWfzU,most_paragraphs_outside_300_500_chars
0,0.9998301774645496,False,,5,0,0,0,True,3,395,363,339,scripts/ingestion/corpus/AxlmYK0B9Yw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,18,18,0,0,117.75,1101,1.0,1.0,210,AxlmYK0B9Yw,
1,0.9912138040460134,False,,5,0,0,0,True,10,635,406.5,130,scripts/ingestion/corpus/AyUE-2Uh5Vg,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,65,65,0,0,499.77,4125,1.0,1.0,758,AyUE-2Uh5Vg,
0,0.9965404359794657,False,,5,0,0,0,True,8,446,399.0,149,scripts/ingestion/corpus/B8wapoLAu84,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,77,77,0,0,267.89,3042,1.0,1.0,529,B8wapoLAu84,
0,0.9890920757138273,False,,5,0,0,0,True,1,368,368,368,scripts/ingestion/corpus/B9LZcfD-blU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,4,4,0,0,30.83,368,1.0,1.0,65,B9LZcfD-blU,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/BJfhRGjPznA,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,BJfhRGjPznA,
0,0.9433652121936641,False,,5,0,0,0,True,2,474,442.5,411,scripts/ingestion/corpus/BLvi5n274XY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,11,11,0,0,63.13,887,1.0,1.0,154,BLvi5n274XY,
0,0.876474735267035,False,,5,0,0,0,True,15,2361,617,325,scripts/ingestion/corpus/BZDXIQwOPdU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,154,154,0,0,1218.37,13930,1.0,1.0,2497,BZDXIQwOPdU,most_paragraphs_outside_300_500_chars
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/Ba-hG3SGdfw,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,Ba-hG3SGdfw,
3,0.9136405085018507,False,,5,0,0,0,True,7,1112,523,419,scripts/ingestion/corpus/BkM7IcqUaj0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,48,48,0,0,340.6600000000001,4219,1.0,1.0,748,BkM7IcqUaj0,most_paragraphs_outside_300_500_chars
0,0.8076301978199436,False,,5,0,0,0,True,1,592,592,592,scripts/ingestion/corpus/BsiePkp9bAc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,9,9,0,0,40.010000000000005,592,1.0,1.0,111,BsiePkp9bAc,most_paragraphs_outside_300_500_chars
0,0.9611085235211924,False,,5,0,0,0,True,6,454,389.5,193,scripts/ingestion/corpus/BtXOk3KUBd0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,54,54,0,0,165.07999999999998,2241,1.0,1.0,398,BtXOk3KUBd0,
0,0.9727463312368972,False,,5,0,0,0,True,1,250,250,250,scripts/ingestion/corpus/CKBwY7odu1E,"[""audio_only_or_silence""]",0.5,sound_only,False,0,1,1,0,0,27.84,250,1.0,1.0,100,CKBwY7odu1E,most_paragraphs_outside_300_500_chars
0,0.996135265700483,False,,5,0,0,0,True,3,478,388,370,scripts/ingestion/corpus/CNn_cuQsBh0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,16,16,0,0,82.47999999999999,1240,1.0,1.0,209,CNn_cuQsBh0,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/COC9vdjMTlc,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,COC9vdjMTlc,
5,0.7745781484135772,False,,5,0,0,0,True,1,1543,1543,1543,scripts/ingestion/corpus/COmWEGiu9Hg,"[""low_speech_interval_coverage_estimate=0.775""]",0.5,needs_review,False,0,33,33,0,0,118.88999999999997,1543,1.0,1.0,263,COmWEGiu9Hg,most_paragraphs_outside_300_500_chars
0,0.8537082314588427,False,,5,0,0,0,True,1,764,764,764,scripts/ingestion/corpus/CQEGJ0OaIPo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,19,19,0,0,62.85,764,1.0,1.0,145,CQEGJ0OaIPo,most_paragraphs_outside_300_500_chars
0,0.9656526005888126,False,,5,0,0,0,True,3,564,416,120,scripts/ingestion/corpus/CZ_r5sYeTyY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,15,15,0,0,78.72,1104,1.0,1.0,203,CZ_r5sYeTyY,most_paragraphs_outside_300_500_chars
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/CfkyO8rGn2Y,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,CfkyO8rGn2Y,
1,0.9934543536617045,False,,5,0,0,0,True,2,388,310.5,233,scripts/ingestion/corpus/ClbKAXVvzzo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,11,11,0,0,2523.99,623,1.0,1.0,108,ClbKAXVvzzo,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/CnCcYyJ8NTo,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,CnCcYyJ8NTo,
8,0.802861880488853,True,,5,0,0,0,True,29,794,448,242,scripts/ingestion/corpus/CrZuPkgwA6Q,"[""repetition_loop_detected: 'contains the seed of the' (count=4)""]",0.45,needs_review,True,0,166,166,0,0,1307.2999999999993,13952,1.0,1.0,2474,CrZuPkgwA6Q,
0,0.9281084266352386,False,,5,0,0,0,True,2,872,560.0,248,scripts/ingestion/corpus/CvDkoctU5a4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,94.49999999999999,1122,1.0,1.0,212,CvDkoctU5a4,most_paragraphs_outside_300_500_chars
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/D-RK1E9uoP8,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,D-RK1E9uoP8,
0,1.0,False,,5,0,0,0,True,1,218,218,218,scripts/ingestion/corpus/D9obnqNB4aI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,3,3,0,0,16.61,218,1.0,1.0,39,D9obnqNB4aI,most_paragraphs_outside_300_500_chars
33,0.9638252043315335,True,,5,0,0,0,True,12,670,396.5,101,scripts/ingestion/corpus/DBUJH5f6rjU,"[""repetition_loop_detected: 'Jeevan Mukthi is liberation from' (count=6)""]",0.45,needs_review,True,0,145,145,0,0,653.3000000000001,4819,1.0,1.0,821,DBUJH5f6rjU,
0,0.9203725961538461,False,,5,0,0,0,True,2,516,321.5,127,scripts/ingestion/corpus/DjybU3_lUnc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,16,16,0,0,61.260000000000005,645,1.0,1.0,103,DjybU3_lUnc,most_paragraphs_outside_300_500_chars
2,0.9544299618579369,True,,5,0,0,0,True,42,1172,440.5,365,scripts/ingestion/corpus/DmzZPgTh7_M,"[""repetition_loop_detected: 'Why can't I use anger' (count=4)""]",0.45,needs_review,True,0,335,335,0,0,1618.9899999999998,20298,1.0,1.0,3718,DmzZPgTh7_M,
0,0.9921112497248111,False,,5,0,0,0,True,9,484,388,287,scripts/ingestion/corpus/DnllMgFybyQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,55,55,0,0,270.39000000000004,3578,1.0,1.0,725,DnllMgFybyQ,
0,0.9687746412237818,False,,5,0,0,0,True,7,476,385,118,scripts/ingestion/corpus/DqUafRyXy_0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,36,36,0,0,184.29,2569,1.0,1.0,462,DqUafRyXy_0,
0,0.9920655911134619,False,,5,0,0,0,True,1,267,267,267,scripts/ingestion/corpus/E-LCT0YEpWQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,4,4,0,0,37.51,267,1.0,1.0,39,E-LCT0YEpWQ,most_paragraphs_outside_300_500_chars
3,0.9968589018720945,False,,5,0,0,0,True,2,1496,942.0,388,scripts/ingestion/corpus/E5FJYDruwjs,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,44,44,0,0,158.68,1886,1.0,1.0,341,E5FJYDruwjs,
0,0.8381463303275885,False,,5,0,0,0,True,2,1375,746.5,118,scripts/ingestion/corpus/E8N04l1Lptk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,29,29,0,0,146.86000000000004,1495,1.0,1.0,265,E8N04l1Lptk,most_paragraphs_outside_300_500_chars
11,0.97067377605429,False,,5,0,0,0,True,5,485,403,229,scripts/ingestion/corpus/E9BYLwkGel8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,16,16,0,0,120.15,1935,1.0,1.0,340,E9BYLwkGel8,
2,1.0,False,,5,0,0,0,True,2,401,313.0,225,scripts/ingestion/corpus/EBBd2MOeOIU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,9,9,0,0,43.52,628,1.0,1.0,107,EBBd2MOeOIU,
2,0.9085779239231924,False,,5,0,0,0,True,5,1381,741,442,scripts/ingestion/corpus/ECFRWVY8SGY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,43,43,0,0,447.61999999999995,3955,1.0,1.0,764,ECFRWVY8SGY,most_paragraphs_outside_300_500_chars
1,0.9930375733234689,False,,5,0,0,0,True,21,560,401,204,scripts/ingestion/corpus/EFJZ2l5Rc10,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,146,146,0,0,751.65,8835,1.0,1.0,1542,EFJZ2l5Rc10,
1,0.9458389309198896,False,,5,0,0,0,True,4,419,396.5,70,scripts/ingestion/corpus/ELiB_UwCVTY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,33,33,0,0,133.76999999999998,1288,1.0,1.0,242,ELiB_UwCVTY,
0,1.0,False,,5,0,0,0,True,1,346,346,346,scripts/ingestion/corpus/EThkIHrfXWo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,5,5,0,0,22.4,346,1.0,1.0,68,EThkIHrfXWo,
0,0.9809066194600747,False,,5,0,0,0,True,8,413,388.0,111,scripts/ingestion/corpus/EhY6npcnSs8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,47,47,0,0,310.3,2815,1.0,1.0,499,EhY6npcnSs8,
28,0.9882544363654854,False,,5,0,0,0,True,19,584,415,84,scripts/ingestion/corpus/Ejcq9mNGJk0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,151,151,0,0,583.08,7742,1.0,1.0,1253,Ejcq9mNGJk0,
1,0.9399330401102869,False,,5,0,0,0,True,4,407,376.5,344,scripts/ingestion/corpus/EpReLy7g6WM,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,27,27,0,0,143.18,1510,1.0,1.0,258,EpReLy7g6WM,
1,0.7152229625832904,False,,5,0,0,0,True,2,405,315.0,225,scripts/ingestion/corpus/EwwciE_mxo8,"[""low_speech_interval_coverage_estimate=0.715""]",0.5,needs_review,False,0,9,9,0,0,69.76999999999998,632,1.0,1.0,108,EwwciE_mxo8,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/EyIJaL1sfpc,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,EyIJaL1sfpc,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/Ez7hzMHEs2I,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,Ez7hzMHEs2I,
0,1.0,False,,5,0,0,0,True,1,3,3,3,scripts/ingestion/corpus/Eznp9NU0Y4I,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,1,1,0,0,2.0,3,1.0,1.0,1,Eznp9NU0Y4I,most_paragraphs_outside_300_500_chars
0,0.959265079173214,False,,5,0,0,0,True,4,397,376.5,122,scripts/ingestion/corpus/F-hNATzOz2I,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,20,20,0,0,158.72,1278,1.0,1.0,226,F-hNATzOz2I,
0,0.999729912221472,False,,5,0,0,0,True,7,462,382,122,scripts/ingestion/corpus/F0kz4L2wB2A,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,49,49,0,0,148.06,2504,1.0,1.0,491,F0kz4L2wB2A,
0,0.9833253930443067,True,,5,0,0,0,True,4,473,414.0,376,scripts/ingestion/corpus/F9Vo4fezmcE,"[""repetition_loop_detected: 'You will experience the divine' (count=4)""]",0.45,needs_review,True,0,23,23,0,0,144.48,1683,1.0,1.0,290,F9Vo4fezmcE,
0,0.9759385885692168,False,,5,0,0,0,True,5,463,443,70,scripts/ingestion/corpus/FP5O9F9JiOk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,25,25,0,0,151.29,1830,1.0,1.0,321,FP5O9F9JiOk,
0,1.0,False,,5,0,0,0,True,4,415,410.5,365,scripts/ingestion/corpus/FSwSt1omSD8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,112.62,1607,1.0,1.0,308,FSwSt1omSD8,
0,0.9215452899898334,False,,5,0,0,0,True,6,469,397.0,180,scripts/ingestion/corpus/FSxiSEV1iPY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,54,54,0,0,743.2999999999998,2223,1.0,1.0,407,FSxiSEV1iPY,
0,1.0,False,,5,0,0,0,True,1,295,295,295,scripts/ingestion/corpus/FYQHXDtlYX4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,4,4,0,0,31.42,295,1.0,1.0,52,FYQHXDtlYX4,most_paragraphs_outside_300_500_chars
0,1.0,False,,5,0,0,0,True,5,439,412,362,scripts/ingestion/corpus/F_yRNKupugs,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,33,33,0,0,203.76,2042,1.0,1.0,356,F_yRNKupugs,
0,0.857445008460237,False,,5,0,0,0,True,2,441,431.0,421,scripts/ingestion/corpus/Fbd7ln2i9dw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,81.08000000000001,864,1.0,1.0,172,Fbd7ln2i9dw,
0,0.9929542847779781,False,,5,0,0,0,True,2,468,332.0,196,scripts/ingestion/corpus/Fn62UQTIMEk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,10,10,0,0,60.6,666,1.0,1.0,116,Fn62UQTIMEk,
0,0.9988352745424293,False,,5,0,0,0,True,6,444,386.0,244,scripts/ingestion/corpus/FoTH9BWP2gg,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,44,44,0,0,180.09,2245,1.0,1.0,401,FoTH9BWP2gg,
1,0.9474993092014367,False,,5,0,0,0,True,4,446,385.5,204,scripts/ingestion/corpus/G1fWNIazj5U,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,137.15999999999997,1427,1.0,1.0,252,G1fWNIazj5U,
10,0.9979101358411703,False,,5,0,0,0,True,8,532,399.5,79,scripts/ingestion/corpus/GBlHpCkYYgc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,43,43,0,0,238.75,3102,1.0,1.0,547,GBlHpCkYYgc,
0,0.9840334333476212,False,,5,0,0,0,True,3,555,396,249,scripts/ingestion/corpus/GICjcQQ0aM0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,91.83,1204,1.0,1.0,205,GICjcQQ0aM0,most_paragraphs_outside_300_500_chars
3,0.8793069109739097,False,,5,0,0,0,True,2,367,259.0,151,scripts/ingestion/corpus/GQZ7A4fvts4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,8,8,0,0,44.150000000000006,520,1.0,1.0,93,GQZ7A4fvts4,
0,0.9978814772401946,True,,5,0,0,0,True,5,388,366,312,scripts/ingestion/corpus/GTLqZPVojgI,"[""repetition_loop_detected: 'Who is the new you' (count=6)""]",0.45,needs_review,True,0,29,29,0,0,174.28,1812,1.0,1.0,354,GTLqZPVojgI,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/GWiiejeyAR8,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,GWiiejeyAR8,
0,0.7668593448940269,False,,5,0,0,0,True,1,834,834,834,scripts/ingestion/corpus/G_soqEsZRU8,"[""low_speech_interval_coverage_estimate=0.767""]",0.85,trusted_after_review,False,0,24,24,0,0,75.61999999999999,834,1.0,1.0,146,G_soqEsZRU8,most_paragraphs_outside_300_500_chars
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/GaSK6rscIgA,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,GaSK6rscIgA,
0,0.9958776486107676,False,,5,0,0,0,True,8,497,390.0,80,scripts/ingestion/corpus/Gae2J6ExMsY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,62,62,0,0,241.58,2944,1.0,1.0,526,Gae2J6ExMsY,
0,0.9980539067821348,False,,5,0,0,0,True,5,470,366,32,scripts/ingestion/corpus/Gdd-5uWUW5w,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,27,27,0,0,205.14,1687,1.0,1.0,288,Gdd-5uWUW5w,
0,0.8687274322545813,False,,5,0,0,0,True,3,1762,1447,658,scripts/ingestion/corpus/GfAMCHC6_ek,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,65,65,0,0,257.43000000000006,3871,1.0,1.0,732,GfAMCHC6_ek,most_paragraphs_outside_300_500_chars
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/GsEMHzvDq5M,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,GsEMHzvDq5M,
4,0.9626384629826648,False,,5,0,0,0,True,6,448,419.0,382,scripts/ingestion/corpus/Gt3o8lcbcII,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,22,22,0,0,153.82,2501,1.0,1.0,458,Gt3o8lcbcII,
2,0.9992972593113142,False,,5,0,0,0,True,1,1481,1481,1481,scripts/ingestion/corpus/Gv3w2uNCo2o,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,113.76,1481,1.0,1.0,273,Gv3w2uNCo2o,most_paragraphs_outside_300_500_chars
0,0.9630094043887147,False,,5,0,0,0,True,5,458,374,155,scripts/ingestion/corpus/Gw4Ng9FKJyY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,22,22,0,0,122.88,1765,1.0,1.0,297,Gw4Ng9FKJyY,
0,0.8526666666666666,False,,5,0,0,0,True,1,389,389,389,scripts/ingestion/corpus/H4paK9NPSoc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,7,7,0,0,38.37,389,1.0,1.0,71,H4paK9NPSoc,
1,0.9789652247667515,False,,5,0,0,0,True,3,460,373,94,scripts/ingestion/corpus/H7N4PSoJZMU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,23,23,0,0,57.71000000000001,931,1.0,1.0,163,H7N4PSoJZMU,
2,1.0,False,,5,0,0,0,True,2,430,355.5,281,scripts/ingestion/corpus/H9A7Olg_QCo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,9,9,0,0,50.96,713,1.0,1.0,119,H9A7Olg_QCo,
